startNodeName	endNodeName	weight	startType	endType
42	52	0.897009682841599	27	38
50	53	0.2813704973086715	13	39
26	53	0.773477126378566	11	39
1	54	0.40832673478871584	1	27
31	55	0.5723613717127591	24	40
32	55	0.255257754586637	25	40
13	56	0.44582678750157356	13	41
24	56	0.10817470867186785	20	41
28	57	0.111834169132635	22	42
1	57	0.34307352430187166	1	42
12	58	0.6005162999499589	12	43
32	58	0.11605398869141936	25	43
5	59	0.18789711641147733	5	44
46	59	0.6341449751053005	34	44
31	60	0.5284777779597789	24	45
29	60	0.7245492932852358	23	45
4	61	0.8371716325636953	4	46
15	61	0.09814256522804499	15	46
6	62	0.13055988890118897	6	47
34	62	0.05718440632335842	27	47
58	63	0.534581741085276	43	37
1	63	0.32743915542960167	1	37
6	64	0.8972467111889273	6	48
59	64	0.39137500268407166	44	48
33	65	0.583910426357761	26	29
11	66	0.8283437245991081	11	14
5	66	0.72477294690907	5	14
38	67	0.541204635752365	24	49
13	67	0.8651794521138072	13	49
3	68	0.3632830467540771	3	17
60	68	0.680136966984719	45	17
33	69	0.07146204356104136	26	33
2	69	0.6169562181457877	2	33
2	70	0.21770393359474838	2	50
6	70	0.6104298655409366	6	50
28	71	0.024866358377039433	22	51
6	71	0.2790810805745423	6	51
15	72	0.4382632600609213	15	33
14	72	0.04402978322468698	14	33
36	73	0.23870419012382627	29	45
16	73	0.6577483464498073	16	45
26	74	0.9028282931540161	11	52
67	74	0.7356034906115383	49	52
19	75	0.5969552274327725	16	53
6	75	0.48539700265973806	6	53
12	76	0.0138998341280967	12	22
69	76	0.9137964472174644	33	22
6	77	0.11441282089799643	6	54
56	77	0.9147451559547335	41	54
76	78	0.4157911380752921	22	12
6	79	0.41800488135777414	6	33
2	80	0.49208447709679604	2	55
12	80	0.0706245678011328	12	55
13	81	0.5058175998274237	13	48
60	81	0.6020999755710363	45	48
2	82	0.48288985434919596	2	56
15	82	0.9881453856360167	15	56
63	83	0.4923510951921344	37	57
15	83	0.11581586790271103	15	57
27	84	0.08936207764782012	11	26
64	84	0.40090658282861114	48	26
76	85	0.02997886249795556	22	58
6	85	0.9757358022034168	6	58
46	86	0.6819050868507475	34	49
6	87	0.5142062252853066	6	59
60	87	0.36842725123278797	45	59
33	88	0.7067640041932464	26	28
58	88	0.2022474834229797	43	28
35	89	0.06233980297110975	28	60
26	89	0.8744646883569658	11	60
15	90	0.9473908892832696	15	61
40	90	0.5297770604956895	29	61
74	91	0.46762937237508595	52	12
23	92	0.4646329516544938	19	62
86	92	0.1117071823682636	49	62
10	93	0.4223324074409902	10	36
7	93	0.6576678005512804	7	36
58	94	0.429920342983678	43	27
1	94	0.593804199481383	1	27
1	95	0.8419236075133085	1	63
31	95	0.7912626171018928	24	63
86	96	0.018324830569326878	49	64
37	96	0.4923174276482314	30	64
45	97	0.6173564388882369	33	2
3	98	0.0344270511996001	3	65
12	98	0.23914445308037102	12	65
2	99	0.384891175897792	2	29
81	100	0.5596549860201776	48	57
34	100	0.6116710915230215	27	57
3	101	0.9758939715102315	3	66
7	101	1.0142289102077484e-4	7	66
99	102	0.27488923887722194	29	67
93	102	0.6817962962668389	36	67
94	103	0.5624581302981824	27	68
2	103	0.42607020563445985	2	68
12	104	0.3279860077891499	12	47
16	105	0.5215123023372144	16	69
5	105	0.13880690280348063	5	69
59	106	0.3040897606406361	44	37
18	106	0.28871443029493093	17	37
6	107	0.19671925762668252	6	33
89	107	0.3701347913593054	60	33
93	108	0.3544471110217273	36	4
5	108	0.3805454773828387	5	4
106	109	0.3128833444789052	37	5
13	110	0.6669904948212206	13	36
62	110	0.20910575310699642	47	36
32	111	0.6182917908299714	25	70
54	111	0.22494826675392687	27	70
19	112	0.35658839833922684	16	2
59	113	0.1443813662044704	44	52
86	115	0.2505826447159052	49	47
1	116	0.9168708270881325	1	13
13	117	0.7088473362382501	13	71
12	117	0.8671886653173715	12	71
16	118	0.8920124548021704	16	26
5	119	0.4056613491848111	5	19
36	120	0.9214275542180985	29	61
93	121	0.15974785201251507	36	48
11	122	0.5887042772956192	11	72
13	122	0.00855910568498075	13	72
5	123	0.984740620246157	5	73
66	123	0.19937326642684639	14	73
117	125	0.43033506185747683	71	67
3	126	0.023114536656066775	3	14
99	127	0.37738107657060027	29	22
79	128	0.6827438585460186	33	3
12	129	0.1353976724203676	12	36
48	129	0.010020952671766281	29	36
48	130	0.4804509545210749	29	21
67	130	0.22270123730413616	49	21
31	131	0.6477637565694749	24	74
83	131	0.4753565259743482	57	74
53	132	0.4706884182523936	39	7
107	132	0.8033677211496979	33	7
40	133	0.3672056635841727	29	46
74	133	0.020899969385936856	52	46
39	134	0.3419356211088598	31	75
3	134	0.060693637235090137	3	75
122	135	0.5470461854711175	72	76
63	135	0.0964151700027287	37	76
2	136	0.17108732787892222	2	77
84	136	0.7749887406826019	26	77
45	137	0.49572229851037264	33	70
11	137	0.44025521725416183	11	70
69	138	0.251121049746871	33	66
68	139	0.5723764842841774	17	13
1	140	0.7932567694224417	1	23
34	140	0.7690684653352946	27	23
17	141	0.05085760192014277	15	52
13	142	0.7120998429600149	13	4
26	143	0.5738627731334418	11	78
5	143	0.15611401060596108	5	78
4	144	0.34864750411361456	4	24
1	144	0.014355484396219254	1	24
117	145	0.43831153749488294	71	41
25	145	0.16556562087498605	21	41
90	146	0.27497985144145787	61	13
61	146	0.518701107474044	46	13
123	147	0.1134027389343828	73	79
13	147	0.8694560923613608	13	79
12	148	0.006109323585405946	12	67
91	149	0.24856648640707135	12	80
46	149	0.03326155734248459	34	80
24	150	0.28218539943918586	20	30
58	150	0.2582444678992033	43	30
10	151	0.014852351741865277	10	45
130	151	0.3959999543149024	21	45
122	152	0.6780872326344252	72	26
59	153	0.1046187854371965	44	7
5	154	0.8849140238016844	5	22
63	155	7.139446679502726e-4	37	81
17	155	0.9466040702536702	15	81
70	156	0.33796272426843643	50	69
73	156	0.27388881403021514	45	69
71	157	0.5831614215858281	51	74
59	157	0.7224342371337116	44	74
66	158	0.32338563865050673	14	82
6	158	0.8943901432212442	6	82
1	159	0.44878819258883595	1	52
108	160	0.3452267765533179	4	48
155	161	0.7834997407626361	81	9
75	162	0.6379489882383496	53	83
110	162	0.4691816496197134	36	83
118	163	0.6883608037605882	26	61
3	164	0.025678749894723296	3	64
12	165	0.9345963632222265	12	30
28	165	0.6341279710177332	22	30
150	166	0.10049383086152375	30	67
86	167	0.3883434373419732	49	45
156	168	0.31536164274439216	69	48
25	169	0.2579142269678414	21	84
52	169	0.2734990615863353	38	84
70	170	0.6604668330401182	50	69
117	170	0.767950254958123	71	69
112	171	0.5859385570511222	2	85
22	171	0.3381420799996704	16	85
46	172	0.2058534047100693	34	86
6	172	0.13951739273034036	6	86
20	173	0.3536842812318355	8	40
16	173	0.03287630504928529	16	40
91	174	0.10177746182307601	12	36
81	175	0.6602348447777331	48	59
145	175	0.2655909333843738	41	59
81	176	0.7664607600308955	48	87
6	176	0.15732998540624976	6	87
9	177	0.03107979940250516	9	30
4	177	0.16876463452354074	4	30
1	178	0.7144178757444024	1	88
13	178	0.35035506007261574	13	88
83	179	0.8564323002938181	57	4
155	180	0.8628937511239201	81	89
11	180	0.7494479946326464	11	89
55	181	0.5703375411685556	40	34
2	182	0.3116116013843566	2	11
129	182	0.267478788504377	36	11
51	183	0.3810255262069404	37	53
2	183	0.9681804869323969	2	53
86	184	0.6368947927840054	49	32
17	184	0.19587270659394562	15	32
90	185	0.034756739623844624	61	36
3	185	0.14825328392907977	3	36
172	186	0.14153238176368177	86	23
74	186	0.3620200289878994	52	23
66	187	0.10775474505499005	14	3
1	188	0.12155760498717427	1	42
4	188	0.07090032193809748	4	42
9	189	0.6969698786269873	9	23
42	189	0.14372131158597767	27	23
25	190	0.8085627451073378	21	37
129	190	0.17129339999519289	36	37
99	191	0.391063938383013	29	68
1	191	0.8267506293486804	1	68
103	192	0.21186742070131004	68	20
79	193	0.06004551379010081	33	90
85	193	0.19469096511602402	58	90
46	194	0.235767227364704	34	8
145	194	0.23020135215483606	41	8
142	195	0.18092031218111515	4	91
174	195	0.8567213963251561	36	91
105	196	0.12365032662637532	69	23
8	196	0.6286532401572913	8	23
74	197	0.24452109658159316	52	6
33	197	0.27339787571690977	26	6
133	198	0.8107053712010384	46	69
71	199	0.6123467257712036	51	58
12	199	0.9642995235044509	12	58
99	200	0.23705511284060776	29	63
2	200	0.41246081865392625	2	63
114	201	0.010033091995865107	29	92
67	201	0.5353566687554121	49	92
190	202	0.4331592700909823	37	40
15	202	0.044504744466394186	15	40
91	203	0.39251886564306915	12	76
109	203	0.04429323389194906	5	76
11	204	0.5241263138595968	11	80
86	204	0.7804856521543115	49	80
154	205	0.48293991503305733	22	53
53	205	0.467176022939384	39	53
27	206	0.4198560509830713	11	26
144	206	0.3172082875389606	24	26
30	207	0.0696085134986788	20	5
170	208	0.3034530282020569	69	29
80	209	0.5186163238249719	55	1
95	210	0.4352018723729998	63	50
71	211	0.6256915121339262	51	14
126	213	0.03134850668720901	14	93
32	213	0.3379349687602371	25	93
123	214	0.5865479810163379	73	70
91	214	0.7550264652818441	12	70
37	215	0.9754836999345571	30	59
82	215	0.10805661627091467	56	59
89	216	0.0320857441984117	60	35
182	216	0.21000213432125747	11	35
5	217	0.5268929409794509	5	44
191	217	0.13254075543954968	68	44
118	218	0.381479112431407	26	69
50	218	0.7932427143678069	13	69
43	219	0.5820851477328688	32	94
77	219	0.01804186892695725	54	94
12	220	0.32392414286732674	12	56
4	220	0.7194357796106488	4	56
5	221	0.6510538531001657	5	95
86	221	0.4998554529156536	49	95
46	222	0.8559819189831614	34	96
15	222	0.03853757097385824	15	96
13	223	0.8041036520153284	13	84
62	223	0.07686702883802354	47	84
9	224	0.6421698920894414	9	37
73	225	0.4791920699644834	45	30
19	225	0.6675487721804529	16	30
17	226	0.42788933124393225	15	38
88	226	0.20984949846751988	28	38
154	227	0.38146373978815973	22	80
24	227	0.269132511690259	20	80
30	228	0.5235291675198823	20	50
31	228	0.6264539507683367	24	50
4	229	0.9556004954501987	4	59
12	229	0.9014873332343996	12	59
83	230	0.7114084844943136	57	91
21	231	0.06410802132450044	18	93
70	231	0.4795479322783649	50	93
166	233	0.3801832974422723	67	97
150	233	0.7369166307616979	30	97
30	234	0.04621859034523368	20	73
6	234	0.04384550196118653	6	73
162	235	0.6307237742003053	83	81
187	235	0.6948128072544932	3	81
211	236	0.36986661283299327	14	81
15	236	0.4254638575948775	15	81
113	237	0.875230782199651	52	60
202	237	0.34281816706061363	40	60
133	238	0.8541179052554071	46	82
11	238	0.2653793962672353	11	82
154	239	0.24317144765518606	22	58
181	239	0.00907888519577682	34	58
91	240	0.5003432473167777	12	49
3	240	0.9818927398882806	3	49
31	241	0.09261192940175533	24	98
51	241	0.24092363938689232	37	98
240	242	0.6680594838690013	49	9
6	242	0.24360351031646132	6	9
72	243	0.24506522412411869	33	56
16	243	0.41232815268449485	16	56
36	244	0.5361113960389048	29	8
151	244	0.8520182974170893	45	8
2	245	0.4415070125833154	2	99
116	245	0.3648169105872512	13	99
81	246	0.29709449713118374	48	100
181	246	0.5262869563885033	34	100
21	247	0.18697009119205177	18	41
161	247	0.39770778571255505	9	41
202	248	0.25566905131563544	40	101
5	248	0.6491830928716809	5	101
40	249	0.3769390981178731	29	62
30	249	0.6121820777188987	20	62
6	250	0.1489257481880486	6	93
185	250	0.14427916170097888	36	93
64	251	0.8155734401661903	48	7
144	252	0.2517852964811027	24	70
204	252	0.9193636802956462	80	70
84	253	0.23932251543737948	26	102
12	253	0.4520586412400007	12	102
155	254	0.7484906860627234	81	60
18	255	0.6497402566019446	17	82
1	256	0.02475143107585609	1	61
175	256	0.11506719817407429	59	61
235	257	0.052032219944521785	81	9
58	258	0.28914670553058386	43	81
1	259	0.07928704074583948	1	14
8	260	0.40708482218906283	8	77
126	260	0.17540535796433687	14	77
66	261	0.4654199262149632	14	23
55	261	0.32478632708080113	40	23
147	262	0.45359347900375724	79	103
52	262	0.5364769326988608	38	103
30	263	0.6301580963190645	20	2
142	264	0.2786547662690282	4	73
103	265	0.3344798351172358	68	39
8	265	0.33749340008944273	8	39
261	266	0.02820139192044735	23	46
13	268	0.003178362501785159	13	34
72	268	0.060402775881811976	33	34
195	269	0.2264263101387769	91	8
61	269	0.5483321216888726	46	8
25	270	0.3292094673961401	21	104
1	270	0.2943547344766557	1	104
235	271	0.711971846409142	81	55
99	271	0.019612473668530583	29	55
61	272	0.03884391253814101	46	90
71	272	0.7025344474241138	51	90
259	273	0.2764226624276489	14	16
24	274	0.8421993746887892	20	46
65	275	0.3874115615617484	29	61
204	275	0.5722626203205436	80	61
265	276	0.6478342856280506	39	76
167	276	0.23450937075540423	45	76
160	278	0.01482136338017881	48	53
14	278	0.007254809606820345	14	53
136	279	0.0720511234831065	77	22
243	279	0.36805708729662	56	22
142	280	0.4718743348494172	4	64
33	281	0.6870308562647551	26	4
13	281	0.13078076927922666	13	4
14	282	0.44441315019503236	14	105
274	282	0.10179005423560739	46	105
3	283	0.6552622695453465	3	21
1	284	0.5275297621265054	1	34
42	285	0.5961520064156502	27	69
58	285	0.4177443217486143	43	69
142	286	0.48064515949226916	4	51
14	286	0.43734034919179976	14	51
232	287	0.674644528189674	52	89
32	288	0.35522291040979326	25	33
247	288	0.6972476923838258	41	33
15	289	0.288774823769927	15	106
7	289	0.03478828049264848	7	106
30	290	0.01740784989669919	20	18
42	290	0.5710987388156354	27	18
81	291	0.37997717363759875	48	11
6	291	0.6710279621183872	6	11
132	292	0.5359956156462431	7	107
190	292	0.7037958116270602	37	107
132	293	0.4667479188647121	7	11
243	294	0.7782916114665568	56	108
205	294	0.13943473785184324	53	108
8	295	0.6950074471533298	8	104
46	295	0.5502155860885978	34	104
122	296	0.23913695313967764	72	12
32	297	0.7782231168821454	25	52
31	297	0.6968945297412574	24	52
274	298	0.5392964023631066	46	38
13	298	0.8623700079042464	13	38
66	299	0.10046193958260119	14	3
209	299	0.1046793966088444	1	3
92	300	0.21473754663020372	62	52
271	300	0.09518335992470384	55	52
31	301	0.4518441406544298	24	35
174	301	0.6346156490035355	36	35
46	302	0.007367979269474745	34	79
56	303	0.49036732548847795	41	85
62	303	0.2367917145602405	47	85
175	304	0.40173553908243775	59	65
199	304	0.3122387023176998	58	65
204	305	0.14754671812988818	80	13
74	306	0.17325546755455434	52	46
22	306	0.44818222313188016	16	46
12	307	0.6680665710009634	12	106
15	307	0.7873523801099509	15	106
113	308	0.7577606192789972	52	83
9	309	0.9312214797828346	9	34
61	309	0.12257779622450471	46	34
199	310	0.028532362077385187	58	12
224	311	0.09668942610733211	37	82
209	312	0.03581503126770258	1	30
18	313	0.6878658870700747	17	82
130	314	0.5960876836907119	21	19
150	314	0.21065698424354196	30	19
70	315	0.557019033934921	50	5
15	315	0.15394209511578083	15	5
86	316	0.8428244423121214	49	4
129	317	0.6250840364955366	36	109
260	317	0.1945486357435584	77	109
131	318	0.35720424028113484	74	16
163	318	0.6129903607070446	61	16
283	319	0.49576276587322354	21	41
6	320	0.521184952929616	6	12
1	321	0.8275532596744597	1	3
59	322	0.2298352208454162	44	109
8	322	0.4578630218748003	8	109
94	323	0.1513526737689972	27	84
16	323	0.43072697310708463	16	84
133	324	0.04775888822041452	46	90
19	324	0.1523271466139704	16	90
182	325	0.47366517409682274	11	29
1	325	0.08013712032698095	1	29
9	326	0.6244880894664675	9	16
186	326	0.10045609413646162	23	16
132	327	0.2611540104262531	7	3
199	328	0.5902679639402777	58	52
243	329	0.00807764520868659	56	51
240	329	0.15932605741545558	49	51
90	330	0.6465724899899215	61	48
254	331	0.459616566542536	60	7
240	331	0.5706533591728657	49	7
19	332	0.466557539999485	16	35
36	333	0.7104740280192345	29	62
91	334	0.6363673070445657	12	101
33	334	0.3862219024449587	26	101
315	335	0.09963085153140128	5	37
103	336	0.7422044328413904	68	30
332	337	0.4504291352350265	35	27
70	338	0.05846857326105237	50	77
3	339	0.2757432688958943	3	13
142	340	0.10700103687122464	4	35
69	340	0.7502673184499145	33	35
321	341	0.3060401985421777	3	95
17	342	0.7303226611111313	15	3
257	343	0.7081230273470283	9	2
25	344	0.7323803009930998	21	12
3	345	0.14491042657755315	3	96
12	345	0.4599638828076422	12	96
251	346	0.03781227697618306	7	108
132	346	0.14308691932819784	7	108
158	347	0.4626433178782463	82	49
105	348	0.5531791099347174	69	77
51	348	0.43205482978373766	37	77
221	349	0.10127459815703332	95	43
348	350	0.8210306116379797	77	15
12	351	0.11715892096981406	12	9
90	351	0.2982824894133955	61	9
236	352	0.5374698902014643	81	97
238	353	0.7900855548214167	82	72
218	354	0.09702778793871403	69	6
73	354	0.3779164720326662	45	6
234	355	0.521521988324821	73	9
186	355	0.16801398689858615	23	9
341	356	0.7416423915419728	95	62
154	357	0.136235665762797	22	25
290	357	0.05331087578088045	18	25
322	358	0.100037059513852	109	69
190	359	0.49490057304501534	37	89
161	359	0.29482928244397044	9	89
178	360	0.3144784385804087	88	79
243	361	0.3074226104654372	56	72
59	361	0.2891466205473989	44	72
293	362	0.14025991829112172	11	110
22	362	0.49317524186335504	16	110
243	363	0.3398455318529159	56	9
247	364	0.5612096390686929	41	95
212	364	0.08582942048087716	69	95
59	365	0.1823960084002465	44	24
53	365	0.19607404549606144	39	24
57	366	0.6249675208237022	42	63
294	366	0.3056330904364586	108	63
361	367	0.31487740739248693	72	7
264	368	0.054424524772912264	73	110
113	368	0.04795848531648517	52	110
133	369	0.12472886522300541	46	30
271	370	0.4292528044898063	55	65
61	370	0.011350416578352451	46	65
6	371	0.5425599361769855	6	82
2	371	0.2706324867904186	2	82
287	372	0.48248195950873196	89	17
227	373	0.38423345633782446	80	49
206	374	0.21274636429734528	26	90
90	374	0.18111063656397164	61	90
176	375	0.14013808383606374	87	101
55	376	0.7029965659603477	40	60
178	376	0.00510278414003551	88	60
298	377	0.9736135394778103	38	34
109	378	0.09559246385470033	5	16
83	378	0.052215091651305556	57	16
209	379	0.5260530295781791	1	39
189	380	0.6247359088156372	23	55
12	380	0.422987938625738	12	55
176	381	0.25986884627491236	87	34
160	382	0.27498188544996083	48	77
18	382	0.6290649329312146	17	77
113	383	0.6391068187076598	52	99
30	383	0.2531339256092906	20	99
275	385	0.7019863054156303	61	30
169	386	0.2529208017513156	84	83
86	386	0.05575139285065234	49	83
145	388	0.1948967536445707	41	61
205	389	0.41275032749399543	53	86
209	389	0.45434275292791426	1	86
3	390	0.07702549733221531	3	26
254	391	0.7199527102056891	60	30
13	392	0.05489821219816804	13	40
1	393	0.9319941108115017	1	36
6	394	0.490069872001186	6	59
74	395	0.3991183165926486	52	47
306	396	0.004172683227807283	46	53
2	397	0.1938431952148676	2	111
305	397	0.7060165195725858	13	111
1	398	0.6330408381763846	1	68
48	398	0.9191141740884632	29	68
56	399	0.29183689993806183	41	95
11	400	0.4193146675825119	11	1
22	400	0.05125437816604972	16	1
11	401	0.4521012627519667	11	70
176	401	0.727467036107555	87	70
5	402	0.8450177782215178	5	37
3	402	0.27609779010526836	3	37
33	403	0.322646701708436	26	83
309	403	0.4793990619946271	34	83
61	404	0.6032698678318411	46	89
251	404	0.8398327513132244	7	89
180	405	0.07360778632573783	89	36
180	406	0.12348159379325807	89	39
237	407	0.6484597213566303	60	76
209	407	0.052436570171266794	1	76
26	408	0.3263488302472979	11	94
92	408	0.502502896822989	62	94
332	409	0.4589098384603858	35	46
324	409	0.3946715327911079	90	46
92	410	0.15221428126096725	62	74
108	410	0.07256771717220545	4	74
5	411	0.5284598022699356	5	18
357	412	0.6338671492412686	25	13
94	412	0.972327841212973	27	13
177	413	0.14177500922232866	30	56
176	413	0.22039784723892808	87	56
211	414	0.2872135601937771	14	68
13	414	0.7883354022633284	13	68
25	415	0.8483168799430132	21	33
144	415	0.3186895460821688	24	33
388	416	0.8518102972302586	61	9
343	417	0.7168674138374627	2	98
89	417	0.14042081637308002	60	98
287	418	0.28815725236199796	89	61
308	418	0.6241601770743728	83	61
160	419	0.0879736365750432	48	23
71	419	0.1370020799804479	51	23
274	420	0.3082964946515858	46	6
334	421	0.4387635560706258	101	112
280	421	0.09556098794564605	64	112
414	422	0.4982943315990269	68	7
251	423	0.1877616085112095	7	4
343	424	0.6822550892829895	2	60
369	424	0.6673887658398598	30	60
92	425	0.6350066540762782	62	24
362	426	0.6895884245168418	110	98
352	427	0.4493973918724805	97	83
402	428	0.38827693089842796	37	16
36	429	0.499608033336699	29	40
1	430	0.6310007544234395	1	24
31	431	0.2269215239211917	24	46
1	431	0.2376615486573428	1	46
25	432	0.734769478905946	21	15
321	432	0.0074813514947891235	3	15
28	433	0.5270454506389797	22	20
210	434	0.3338420500513166	50	76
205	435	0.998423901386559	53	28
12	436	0.5076248112600297	12	108
3	437	0.6637553011532873	3	69
6	438	0.769721444696188	6	74
24	438	0.4379926361143589	20	74
376	439	0.6594612030312419	60	105
297	439	0.46861065458506346	52	105
93	440	0.08098489535041153	36	41
12	441	0.3991901364643127	12	42
92	442	0.017929825698956847	62	88
13	443	0.14537979126907885	13	25
98	444	0.7018509779591113	65	33
15	445	0.5460003060288727	15	47
294	445	0.36227144324220717	108	47
266	446	0.38902160059660673	46	54
16	446	0.15906704380176961	16	54
133	447	0.7507557747885585	46	37
178	448	0.16510578501038253	88	47
439	448	0.08685015281662345	105	47
295	449	0.7589090352412313	104	3
179	449	0.24114275304600596	4	3
56	450	0.8309016928542405	41	80
1	450	0.042832072358578444	1	80
301	451	0.5413293370511383	35	58
46	451	0.86485934141092	34	58
101	452	0.13575847866013646	66	33
224	452	0.6643736825790256	37	33
315	453	0.006132382666692138	5	28
28	454	0.5901792370714247	22	64
66	454	0.21803851751610637	14	64
212	455	0.23157440195791423	69	43
175	455	0.6403927260544151	59	43
2	456	0.12406581314280629	2	55
311	456	0.9255171352997422	82	55
320	457	0.1472454876638949	12	13
150	457	0.4433369569014758	30	13
36	458	0.08921922580339015	29	98
31	458	0.09934160974808037	24	98
435	459	0.7405792544595897	28	36
268	460	0.37871990725398064	34	5
167	461	0.08625518088229	45	81
40	462	0.07991867349483073	29	80
10	462	0.5397906543221325	10	80
3	463	0.8725963761098683	3	5
151	463	0.38429482001811266	45	5
200	465	0.4774245854932815	63	23
172	466	0.35044958908110857	86	59
22	467	0.5850331101100892	16	56
176	467	0.49863813538104296	87	56
161	468	0.05311448290012777	9	21
149	468	0.14545514108613133	80	21
25	469	0.5629915134049952	21	41
41	470	0.5388571345247328	14	52
18	471	0.5133915096521378	17	68
75	471	0.6824548046570271	53	68
449	472	0.7370410554576665	3	20
157	473	0.682812116574496	74	68
297	474	0.022329289000481367	52	8
59	474	0.005136686842888594	44	8
398	476	0.08139013196341693	68	44
11	477	0.22913081874139607	11	51
73	477	0.5161667524371296	45	51
382	478	0.4981211139820516	77	22
182	479	0.16282273340038955	11	51
103	479	0.021941416431218386	68	51
58	480	0.1249052609782666	43	60
103	481	0.6289290641434491	68	45
414	481	0.872464511776343	68	45
17	482	0.2805823020171374	15	8
242	483	0.046393235912546515	9	91
452	484	0.7666612130124122	33	52
39	484	0.02539004455320537	31	52
426	485	0.20074041583575308	98	11
24	485	0.6842317648697644	20	11
66	486	0.10401967796497047	14	95
393	486	0.340428652940318	36	95
102	487	0.6239141442347318	67	77
63	488	0.14072565757669508	37	73
355	489	0.07071505347266793	9	96
395	491	0.14133090269751847	47	94
34	492	0.5136811088304967	27	113
91	492	0.010822399519383907	12	113
171	493	0.8472706866450608	85	20
368	493	0.12904748925939202	110	20
296	494	0.7017303281463683	12	103
45	495	0.20814002072438598	33	98
312	496	0.2876106051262468	30	80
130	496	0.31163279828615487	21	80
90	497	0.6342080796603113	61	30
98	498	0.585114155896008	65	113
3	499	0.06610475736670196	3	101
307	500	0.4270502612926066	106	69
276	501	0.05242391023784876	76	97
397	501	0.5852810579817742	111	97
56	502	0.734773606993258	41	43
318	502	0.4084324224386364	16	43
57	503	0.0643414705991745	42	67
114	503	0.4329034495167434	29	67
155	504	0.4008605652488768	81	41
446	505	0.11214727815240622	54	53
256	505	0.37431834847666323	61	53
315	506	0.6747202479746193	5	20
3	507	0.15905302111059427	3	113
326	507	0.547755517065525	16	113
74	508	0.7088228119537234	52	18
102	509	0.2279963055625558	67	80
2	510	0.34063960053026676	2	98
76	510	0.24357567098923028	22	98
158	511	0.6295575730036944	82	61
42	511	0.5607656235806644	27	61
182	512	0.09089205623604357	11	108
440	513	0.08691909955814481	41	52
145	514	0.7706572369206697	41	100
1	514	0.034053870011121035	1	100
132	515	0.741234322777018	7	47
157	515	0.11587593145668507	74	47
32	516	0.4835907150991261	25	36
